所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/教学管理(#5),验证教学管理模块界面是否与原型图一致,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.左侧导航栏点击【教学管理】进入该模块界面",1. 查看界面布局是否与原型图一致,1. 教学管理模块界面布局与原型图一致,,4,功能测试,"
系统测试阶段"
/教学管理(#5),验证新增按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块",1.点击【新增】按钮,1.弹出‘新增班级’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证转班转校按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块",1.点击【转班转校】按钮,1.弹出‘学员转班’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入存在的学生姓名，是否可以查询出该学生的信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.点击【转班转校】按钮
2.在‘姓名’输入框输入存在的姓名‘尹瑞’
3.点击‘查询’",1.学生列表显示该学生的相关信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘校区’下拉框是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.点击【转班转校】按钮
2.点击‘校区’下拉框",1.‘校区’下拉框可选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘班级’下拉框是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.点击【转班转校】按钮
2.点击‘班级’下拉框",1.‘班级’下拉框可选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证所有信息正确，点击‘确认’按钮后是否转班成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.点击【转班转校】按钮
2.姓名输入‘尹瑞’，点击查询
3.勾选该学生
4.校区选择‘成都’
5.方向选择‘测试’
6.班级选择‘WNCDC016’
7.点击‘确定’",1.转班成功，弹出‘转班成功’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择相关信息后，点击‘返回’按钮，是否会回到窗口初始状态,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.点击【转班转校】按钮
2.姓名输入‘尹瑞’，点击查询
3.校区选择‘成都’
4.方向选择‘测试’
5.班级选择‘WNCDC016’
6.点击‘返回’",1.窗口回到打开框的初始状态,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证【区域】下拉框正确性,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块",1.点击‘区域’下拉框,1.‘区域’下拉框显示与原型图一致,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证【方向】下拉框正确性,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块",1.点击‘方向’下拉框,1.‘方向’下拉框显示与原型图一致,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证可以通过下拉框查询班级信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【学员班级】进入该模块","1.‘区域’下拉框选择全部
2.‘方向’下拉框选择全部",1.班级列表显示所有校区的所有班级信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘讲师’下拉框可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.点击‘讲师’下拉框,1.‘讲师’下拉框可选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘班主任’下拉框可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.点击‘班主任’下拉框,1.‘班主任’下拉框可选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框可以通过日期插件框进行选择,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.起始日期：2019-12-01,“课程时间”起始框可以通过日期插件框进行选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框可以通过键盘输入,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.起始日期：键盘输入2019-12-01,“课程时间”起始框可以通过键盘输入,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入错误日期格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2019-13-01
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为空,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为空格,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：“ ”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为字符,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：abc
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为数字字符组合格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：123abc
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为特殊格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：%
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为数字,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：0000
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”起始框输入为空,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：“”
2.结束日期：2020-01-07
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框可以通过日期插件框进行选择,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.结束日期：2019-12-01,“课程时间”截止框可以通过日期插件框进行选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框可以通过键盘输入,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.结束日期：键盘输入2019-12-01,“课程时间”截止框可以通过键盘输入,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入错误日期格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：2019-12-33
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为空,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：“”
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为空格,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：“ ”
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为字符,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：abc
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为数字字符组合格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：123abc
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为特殊格式,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：%
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框输入为数字,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2017-01-01
2.结束日期：0000
3.点击“查询”按钮",有日期格式错误的提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证“课程时间”截止框时间早于起始时间,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.起始日期：2020-01-07
2.结束日期：2017-01-10
3.点击“查询”按钮",查询结果为空,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证选择并输入正确的信息，课程列表是否会有相关信息显示,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.‘讲师’选择全部
2.‘班主任’选择全部
3.课程时间输入‘2020-01-01’、‘2020-01-31’
4、点击查询",课程列表显示对应的信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘排课’按钮可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块",1.点击‘排课’按钮,1.弹窗‘新增排课’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘+’按钮可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.点击‘排课’按钮
2.输入正确的信息
3.点击‘+’按钮",1.新增排课成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘-’按钮可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.点击‘排课’按钮
2.点击‘-’按钮",1.成功删除一行信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘修改’按钮可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.所有信息选择并输入正确
2.点击‘查询’按钮
3.在下方出现的列表中选择任一信息
4.点击‘修改’按钮",1.弹出‘修改课程信息’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证所有信息正确，保存是否成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【课程安排】进入该模块","1.所有信息选择并输入正确
2.点击‘查询’按钮
3.在下方出现的列表中选择任一信息
4.点击‘修改’按钮
5.输入正确的信息
6.点击‘保存’按钮",1.保存成功，并弹出‘修改成功’提示信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘区域’下拉框是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块",1.选择‘区域’下拉框,‘区域’下拉框可选,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘日志情况’下拉框是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块",1.选择‘日志情况’下拉框,‘日志情况’下拉框可选,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择正确的信息，值班列表是否会显示相应信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","1.‘区域’选择全部
2.‘日志情况’选择全部
3.输入正确的编号‘111111’
4.输入正确的值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘查询’",值班列表显示相应的值班信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘修改’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","1.‘区域’选择全部
2.‘日志情况’选择全部
3.输入正确的编号‘111111’
4.输入正确的值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘查询’
6.在下方值班列表中选择任一一条信息
7.点击‘修改’按钮",弹出‘修改值班’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘值班人’下拉框可选择,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","1.‘区域’选择全部
2.‘日志情况’选择全部
3.输入正确的编号‘111111’
4.输入正确的值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘查询’
6.在下方值班列表中选择任一一条信息
7.点击‘修改’按钮
8.选择值班人下拉框",‘值班人’下拉框可选择,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择正确的信息，是否可以保存修改信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","1.‘区域’选择全部
2.‘日志情况’选择全部
3.输入正确的编号‘111111’
4.输入正确的值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘查询’
6.在下方值班列表中选择任一一条信息
7.点击‘修改’按钮
8.‘值班人’选择邓乃文
9.值班日期‘值班日期’输入‘2020-04-01’
10.点击‘保存’按钮",修改成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘指定值班’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块",1.点击‘指定值班’按钮,弹出‘新增值班’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证选择并输入正确的值班人和值班日期，是否可以新增成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","
1.点击‘指定值班’按钮
2.‘值班人’选择邓乃文
3.‘值班日期’输入‘2020-04-01’
4.点击‘保存’按钮",保存成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘+’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","
1.点击‘指定值班’按钮
2.点击‘+’按钮",‘+’按钮可用，下方新增一行,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘-’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【教师值班】进入该模块","
1.点击‘指定值班’按钮
2.点击任意一行的‘-’按钮",‘―’按钮可用，成功删除一行,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘新增’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班申请】进入该模块",1.点击‘新增’按钮,弹出‘申请单’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证选择并输入正确的信息，新增加班是否成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班申请】进入该模块","1.点击‘新增’按钮
2.所以数据输入正确
3.点击‘提交申请’",提交成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择正确的信息后查询，申请列表是否会出现相应信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班申请】进入该模块","1.‘区域’选择全部
2.‘审核状态’选择全部
3.编号输入‘111111’
4.值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘查询’按钮",申请列表显示相应信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证未审批过得申请是否可以撤销,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班申请】进入该模块","1.‘区域’选择全部
2.‘审核状态’选择待审核
3.编号输入‘111111’
4.值班日期‘2020-04-01’、‘2020-04-06’
5.点击‘撤销’按钮",成功撤销,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘审批类型’是否为加班和值班两种类型,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块",1.选择‘审批类型’下拉框,下拉框显示为全部、加班、值班,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘审核状态’默认是否为‘待审核’,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块",1.检查默认状态下的‘审核状态’,默认状态下‘审核状态’为待审核,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择正确的信息后点击查询，审批列表是否会出现相应信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块","1.‘审批类型’选择全部
2.‘审核状态’选择待审核
3.编号输入‘111111’
4.点击‘查询’按钮",审批列表显示相应信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘审批’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块","1.‘审批类型’选择全部
2.‘审核状态’选择待审核
3.编号输入‘111111’
4.点击‘查询’按钮
5.点击下方任意一条信息后的‘审批’按钮
",弹出‘审批加班申请’窗口,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入正确的审批意见点击通过是否成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块","1.‘审批类型’选择全部
2.‘审核状态’选择待审核
3.编号输入‘111111’
4.点击‘查询’按钮
5.点击下方任意一条信息后的‘审批’按钮
6.‘审批意见’输入通过
7.点击‘通过’按钮
",通过成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入正确的审批意见点击‘驳回’是否成功,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【我的审批】进入该模块","1.‘审批类型’选择全部
2.‘审核状态’选择待审核
3.编号输入‘111111’
4.点击‘查询’按钮
5.点击下方任意一条信息后的‘审批’按钮
6.‘审批意见’输入驳回
7.点击‘驳回’按钮
",驳回成功,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证输入并选择正确的信息，汇总列表是否会显示相应的信息,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班汇总】进入该模块","1.‘校区’选择全部
2.‘讲师’选择邓乃文
3.类型选择‘全部’
4.时间段输入2020-04-01、2020-04-06
5.点击‘查询’按钮",汇总列表显示正确的信息,,3,功能测试,"
系统测试阶段"
/教学管理(#5),验证‘+’按钮是否可用,"1.清除系统cookie；
2.打开woniuboss首页；
3.使用管理员账号登录；
4.输入二级密码解密
5.左侧导航栏点击【教学管理】进入该模块界面
6.点击【加班汇总】进入该模块","1.‘校区’选择全部
2.‘讲师’选择邓乃文
3.类型选择‘全部’
4.时间段输入2020-04-01、2020-04-06
5.点击‘查询’按钮
6.点击下方列表的‘+’按钮",展开详情,,3,功能测试,"
系统测试阶段"
